"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"tetA_2","","Tetracycline resistance protein, class C","18","18","1","1","290","","","","1154","1178","1172","SRR1617632__prok_03660","SRR1656267_prok_02699","SRR1656269__prok_04271","SRR1656335__prok_02858","SRR1656350__prok_01967","SRR2164311__prok_03648","SRR2167785_prok_04127","SRR2171381__prok_03891","SRR2171418__prok_04434","SRR3954738__prok_03906","SRR3954739__prok_04239","SRR3954741__prok_04105","SRR3954742__prok_04372","SRR3954743__prok_03464","SRR3954744__prok_03789","SRR3954745__prok_02073","SRR3954747__prok_04208","SRR4420705__prok_01543"
"catE_2","","Catechol-2,3-dioxygenase","18","18","1","1","2340","","","","899","908","907","SRR1617632__prok_03998","SRR1656267_prok_02218","SRR1656269__prok_00403","SRR1656335__prok_03699","SRR1656350__prok_01681","SRR2164311__prok_03873","SRR2167785_prok_02990","SRR2171381__prok_02410","SRR2171418__prok_02986","SRR3954738__prok_00382","SRR3954739__prok_00446","SRR3954741__prok_01151","SRR3954742__prok_00517","SRR3954743__prok_00447","SRR3954744__prok_01185","SRR3954745__prok_02634","SRR3954747__prok_00447","SRR4420705__prok_01738"
"arlR_2","","Response regulator ArlR","18","18","1","1","387","","","","671","683","679","SRR1617632__prok_03750","SRR1656267_prok_02778","SRR1656269__prok_04192","SRR1656335__prok_02737","SRR1656350__prok_01880","SRR2164311__prok_03558","SRR2167785_prok_04039","SRR2171381__prok_03807","SRR2171418__prok_04915","SRR3954738__prok_03822","SRR3954739__prok_04323","SRR3954741__prok_04189","SRR3954742__prok_04288","SRR3954743__prok_03548","SRR3954744__prok_03705","SRR3954745__prok_02804","SRR3954747__prok_04124","SRR4420705__prok_00666"
"group_4714","","NAD-dependent malic enzyme","18","18","1","1","393","","","","1196","1199","1198","SRR1617632__prok_03756","SRR1656267_prok_02784","SRR1656269__prok_04186","SRR1656335__prok_02743","SRR1656350__prok_01874","SRR2164311__prok_03552","SRR2167785_prok_04033","SRR2171381__prok_03801","SRR2171418__prok_04921","SRR3954738__prok_03816","SRR3954739__prok_04329","SRR3954741__prok_04195","SRR3954742__prok_04282","SRR3954743__prok_03554","SRR3954744__prok_03699","SRR3954745__prok_02810","SRR3954747__prok_04118","SRR4420705__prok_00672"
"plsY_3","","Glycerol-3-phosphate acyltransferase","18","18","1","1","2677","","","","548","569","560","SRR1617632__prok_04030","SRR1656267_prok_05404","SRR1656269__prok_05228","SRR1656335__prok_04510","SRR1656350__prok_03127","SRR2164311__prok_03905","SRR2167785_prok_03137","SRR2171381__prok_00545","SRR2171418__prok_03462","SRR3954738__prok_03296","SRR3954739__prok_01959","SRR3954741__prok_03290","SRR3954742__prok_02486","SRR3954743__prok_03860","SRR3954744__prok_04939","SRR3954745__prok_04477","SRR3954747__prok_01743","SRR4420705__prok_03306"
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH","18","18","1","1","10266","","","","854","860","858","SRR1617632__prok_02309","SRR1656267_prok_03059","SRR1656269__prok_02520","SRR1656335__prok_04708","SRR1656350__prok_04805","SRR2164311__prok_02183","SRR2167785_prok_01979","SRR2171381__prok_02704","SRR2171418__prok_02257","SRR3954738__prok_02935","SRR3954739__prok_03415","SRR3954741__prok_00286","SRR3954742__prok_01249","SRR3954743__prok_01485","SRR3954744__prok_03903","SRR3954745__prok_04831","SRR3954747__prok_01383","SRR4420705__prok_04238"
"group_474","","Putative O-methyltransferase/MSMEI_4947","18","18","1","1","2686","","","","584","593","587","SRR1617632__prok_04039","SRR1656267_prok_05395","SRR1656269__prok_05237","SRR1656335__prok_04520","SRR1656350__prok_03137","SRR2164311__prok_03914","SRR2167785_prok_03146","SRR2171381__prok_00554","SRR2171418__prok_03471","SRR3954738__prok_03305","SRR3954739__prok_01968","SRR3954741__prok_03299","SRR3954742__prok_02477","SRR3954743__prok_03851","SRR3954744__prok_04930","SRR3954745__prok_04468","SRR3954747__prok_01734","SRR4420705__prok_03296"
"group_475","","hypothetical protein","18","18","1","1","2692","","","","320","632","493","SRR1617632__prok_04045","SRR1656267_prok_05390","SRR1656269__prok_05242","SRR1656335__prok_04523","SRR1656350__prok_03140","SRR2164311__prok_03920","SRR2167785_prok_03152","SRR2171381__prok_00560","SRR2171418__prok_03477","SRR3954738__prok_03311","SRR3954739__prok_01974","SRR3954741__prok_03305","SRR3954742__prok_02471","SRR3954743__prok_03845","SRR3954744__prok_04924","SRR3954745__prok_04462","SRR3954747__prok_01728","SRR4420705__prok_04715"
"gltR_3","","HTH-type transcriptional regulator GltR","18","18","1","1","1420","","","","866","872","869","SRR1617632__prok_04063","SRR1656267_prok_02841","SRR1656269__prok_03765","SRR1656335__prok_04539","SRR1656350__prok_05100","SRR2164311__prok_03938","SRR2167785_prok_03171","SRR2171381__prok_00578","SRR2171418__prok_03495","SRR3954738__prok_03329","SRR3954739__prok_01993","SRR3954741__prok_03324","SRR3954742__prok_02452","SRR3954743__prok_03826","SRR3954744__prok_05237","SRR3954745__prok_04991","SRR3954747__prok_01709","SRR4420705__prok_04868"
"group_477","","hypothetical protein","18","18","1","1","1416","","","","605","605","605","SRR1617632__prok_04064","SRR1656267_prok_02842","SRR1656269__prok_03764","SRR1656335__prok_04540","SRR1656350__prok_05101","SRR2164311__prok_03939","SRR2167785_prok_03172","SRR2171381__prok_00584","SRR2171418__prok_03496","SRR3954738__prok_03334","SRR3954739__prok_01998","SRR3954741__prok_03331","SRR3954742__prok_02445","SRR3954743__prok_03820","SRR3954744__prok_05243","SRR3954745__prok_04998","SRR3954747__prok_01702","SRR4420705__prok_04867"
"group_4770","","hypothetical protein","18","18","1","1","7725","","","","245","248","245","SRR1617632__prok_02734","SRR1656267_prok_03602","SRR1656269__prok_01280","SRR1656335__prok_03567","SRR1656350__prok_03007","SRR2164311__prok_02608","SRR2167785_prok_00819","SRR2171381__prok_04401","SRR2171418__prok_01329","SRR3954738__prok_04604","SRR3954739__prok_03512","SRR3954741__prok_03602","SRR3954742__prok_00030","SRR3954743__prok_02538","SRR3954744__prok_04771","SRR3954745__prok_04888","SRR3954747__prok_00936","SRR4420705__prok_05160"
"dppE_3","","Dipeptide-binding protein DppE","18","18","1","1","10509","","","","1661","1664","1661","SRR1617632__prok_02207","SRR1656267_prok_04161","SRR1656269__prok_02619","SRR1656335__prok_01474","SRR1656350__prok_01385","SRR2164311__prok_02081","SRR2167785_prok_01885","SRR2171381__prok_02802","SRR2171418__prok_02145","SRR3954738__prok_03026","SRR3954739__prok_03324","SRR3954741__prok_00377","SRR3954742__prok_01340","SRR3954743__prok_01394","SRR3954744__prok_02865","SRR3954745__prok_04036","SRR3954747__prok_01292","SRR4420705__prok_02074"
"group_483","","hypothetical protein","18","18","1","1","8411","","","","524","524","524","SRR1617632__prok_04111","SRR1656267_prok_02886","SRR1656269__prok_03720","SRR1656335__prok_03083","SRR1656350__prok_04081","SRR2164311__prok_03986","SRR2167785_prok_03219","SRR2171381__prok_00627","SRR2171418__prok_03544","SRR3954738__prok_03575","SRR3954739__prok_04941","SRR3954741__prok_00693","SRR3954742__prok_01656","SRR3954743__prok_03212","SRR3954744__prok_02549","SRR3954745__prok_04397","SRR3954747__prok_00976","SRR4420705__prok_04920"
"group_4836","","hypothetical protein","18","18","1","1","2035","","","","1034","1043","1036","SRR1617632__prok_03554","SRR1656267_prok_04326","SRR1656269__prok_04822","SRR1656335__prok_01825","SRR1656350__prok_03690","SRR2164311__prok_03428","SRR2167785_prok_01326","SRR2171381__prok_03194","SRR2171418__prok_04178","SRR3954738__prok_04351","SRR3954739__prok_04752","SRR3954741__prok_04645","SRR3954742__prok_04830","SRR3954743__prok_04358","SRR3954744__prok_04606","SRR3954745__prok_02194","SRR3954747__prok_04667","SRR4420705__prok_00028"
"dacA_4","","D-alanyl-D-alanine carboxypeptidase DacA","18","18","1","1","2098","","","","1271","1277","1271","SRR1617632__prok_03507","SRR1656267_prok_04375","SRR1656269__prok_04871","SRR1656335__prok_01777","SRR1656350__prok_03383","SRR2164311__prok_03381","SRR2167785_prok_01374","SRR2171381__prok_03241","SRR2171418__prok_04132","SRR3954738__prok_04304","SRR3954739__prok_04705","SRR3954741__prok_04692","SRR3954742__prok_04783","SRR3954743__prok_04405","SRR3954744__prok_04559","SRR3954745__prok_02147","SRR3954747__prok_04620","SRR4420705__prok_00075"
"hsrA","","putative transport protein HsrA","18","18","1","1","8416","","","","269","1442","1375","SRR1617632__prok_04116","SRR1656267_prok_02891","SRR1656269__prok_03715","SRR1656335__prok_03078","SRR1656350__prok_04076","SRR2164311__prok_03991","SRR2167785_prok_03224","SRR2171381__prok_00632","SRR2171418__prok_03549","SRR3954738__prok_03580","SRR3954739__prok_04946","SRR3954741__prok_00688","SRR3954742__prok_01651","SRR3954743__prok_03207","SRR3954744__prok_02554","SRR3954745__prok_04402","SRR3954747__prok_00981","SRR4420705__prok_04915"
"dhbF","","Dimodular nonribosomal peptide synthase","18","18","1","1","8418","","","","3902","7157","6976","SRR1617632__prok_04118","SRR1656267_prok_02893","SRR1656269__prok_03713","SRR1656335__prok_03076","SRR1656350__prok_04074","SRR2164311__prok_03993","SRR2167785_prok_03226","SRR2171381__prok_00634","SRR2171418__prok_03551","SRR3954738__prok_03582","SRR3954739__prok_04948","SRR3954741__prok_00686","SRR3954742__prok_01649","SRR3954743__prok_03205","SRR3954744__prok_02556","SRR3954745__prok_04404","SRR3954747__prok_00983","SRR4420705__prok_04873"
"dhbE","","2,3-dihydroxybenzoate-AMP ligase","18","18","1","1","8420","","","","1616","1616","1616","SRR1617632__prok_04120","SRR1656267_prok_02895","SRR1656269__prok_03711","SRR1656335__prok_03074","SRR1656350__prok_04072","SRR2164311__prok_03995","SRR2167785_prok_03228","SRR2171381__prok_00636","SRR2171418__prok_03553","SRR3954738__prok_03584","SRR3954739__prok_04950","SRR3954741__prok_00684","SRR3954742__prok_01647","SRR3954743__prok_03203","SRR3954744__prok_02558","SRR3954745__prok_04406","SRR3954747__prok_00985","SRR4420705__prok_04121"
"ybdM","","putative serine/threonine-protein kinase YbdM","18","18","1","1","8294","","","","410","821","798","SRR1617632__prok_04173","SRR1656267_prok_02941","SRR1656269__prok_03665","SRR1656335__prok_03027","SRR1656350__prok_04025","SRR2164311__prok_04048","SRR2167785_prok_03279","SRR2171381__prok_00691","SRR2171418__prok_03602","SRR3954738__prok_03642","SRR3954739__prok_03075","SRR3954741__prok_00626","SRR3954742__prok_01589","SRR3954743__prok_03145","SRR3954744__prok_02616","SRR3954745__prok_05160","SRR3954747__prok_01043","SRR4420705__prok_04610"
"group_4927","","hypothetical protein","18","18","1","5","23","","","","743","749","748","SRR1617632__prok_05585","SRR1656267_prok_05607","SRR1656269__prok_05395","SRR1656335__prok_05158","SRR1656350__prok_05189","SRR2164311__prok_05600","SRR2167785_prok_05893","SRR2171381__prok_05625","SRR2171418__prok_05458","SRR3954738__prok_05337","SRR3954739__prok_05315","SRR3954741__prok_05328","SRR3954742__prok_05349","SRR3954743__prok_05287","SRR3954744__prok_05322","SRR3954745__prok_04547","SRR3954747__prok_05334","SRR4420705__prok_03503"
"gpmA_2","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","18","18","1","1","6786","","","","737","737","737","SRR1617632__prok_04214","SRR1656267_prok_02471","SRR1656269__prok_03978","SRR1656335__prok_04491","SRR1656350__prok_03108","SRR2164311__prok_04227","SRR2167785_prok_03101","SRR2171381__prok_00524","SRR2171418__prok_03427","SRR3954738__prok_03278","SRR3954739__prok_01941","SRR3954741__prok_03272","SRR3954742__prok_02504","SRR3954743__prok_03878","SRR3954744__prok_04957","SRR3954745__prok_04447","SRR3954747__prok_01761","SRR4420705__prok_04743"
"mrdA","","Peptidoglycan D,D-transpeptidase MrdA","18","18","1","1","6717","","","","1757","1769","1764","SRR1617632__prok_04239","SRR1656267_prok_04840","SRR1656269__prok_04022","SRR1656335__prok_04971","SRR1656350__prok_03097","SRR2164311__prok_04202","SRR2167785_prok_03086","SRR2171381__prok_00513","SRR2171418__prok_03412","SRR3954738__prok_03263","SRR3954739__prok_01926","SRR3954741__prok_03257","SRR3954742__prok_02519","SRR3954743__prok_03893","SRR3954744__prok_04972","SRR3954745__prok_04376","SRR3954747__prok_01776","SRR4420705__prok_05109"
"group_501","","hypothetical protein","18","18","1","1","6706","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","299","323","303","SRR1617632__prok_04247","SRR1656267_prok_04848","SRR1656269__prok_04030","SRR1656335__prok_04979","SRR1656350__prok_03089","SRR2164311__prok_04194","SRR2167785_prok_01262","SRR2171381__prok_00477","SRR2171418__prok_00890","SRR3954738__prok_03226","SRR3954739__prok_01889","SRR3954741__prok_03220","SRR3954742__prok_02556","SRR3954743__prok_03930","SRR3954744__prok_05285","SRR3954745__prok_04264","SRR3954747__prok_01813","SRR4420705__prok_05334"
"group_504","","hypothetical protein","18","18","1","1","8987","","","","626","626","626","SRR1617632__prok_04301","SRR1656267_prok_04440","SRR1656269__prok_04094","SRR1656335__prok_02830","SRR1656350__prok_03027","SRR2164311__prok_04140","SRR2167785_prok_01205","SRR2171381__prok_00424","SRR2171418__prok_00947","SRR3954738__prok_03170","SRR3954739__prok_01833","SRR3954741__prok_03164","SRR3954742__prok_02612","SRR3954743__prok_05266","SRR3954744__prok_01722","SRR3954745__prok_05045","SRR3954747__prok_01869","SRR4420705__prok_04351"
"group_505","","hypothetical protein","18","18","1","1","8955","","","","326","341","340","SRR1617632__prok_04308","SRR1656267_prok_04449","SRR1656269__prok_04103","SRR1656335__prok_02836","SRR1656350__prok_03021","SRR2164311__prok_04133","SRR2167785_prok_01198","SRR2171381__prok_00417","SRR2171418__prok_00955","SRR3954738__prok_03163","SRR3954739__prok_01826","SRR3954741__prok_03157","SRR3954742__prok_02619","SRR3954743__prok_05273","SRR3954744__prok_01729","SRR3954745__prok_05277","SRR3954747__prok_01876","SRR4420705__prok_04071"
"vat","","Virginiamycin A acetyltransferase","18","18","1","1","8925","","","","632","644","633","SRR1617632__prok_04326","SRR1656267_prok_04468","SRR1656269__prok_04121","SRR1656335__prok_05419","SRR1656350__prok_03773","SRR2164311__prok_04115","SRR2167785_prok_01174","SRR2171381__prok_00339","SRR2171418__prok_00979","SRR3954738__prok_02750","SRR3954739__prok_01755","SRR3954741__prok_03086","SRR3954742__prok_02690","SRR3954743__prok_04972","SRR3954744__prok_01800","SRR3954745__prok_04918","SRR3954747__prok_01947","SRR4420705__prok_04214"
"group_511","kinA_2","Sporulation kinase A","18","18","1","1","8905","","","","668","1316","1166","SRR1617632__prok_04339","SRR1656267_prok_04482","SRR1656269__prok_04135","SRR1656335__prok_04021","SRR1656350__prok_03787","SRR2164311__prok_04102","SRR2167785_prok_01160","SRR2171381__prok_00325","SRR2171418__prok_00993","SRR3954738__prok_02736","SRR3954739__prok_01741","SRR3954741__prok_03072","SRR3954742__prok_02704","SRR3954743__prok_04986","SRR3954744__prok_01814","SRR3954745__prok_05001","SRR3954747__prok_01961","SRR4420705__prok_04204"
"chiA1","","Chitinase A1","18","18","1","1","1878","","","","1463","2024","1961","SRR1617632__prok_04392","SRR1656267_prok_03963","SRR1656269__prok_03867","SRR1656335__prok_02555","SRR1656350__prok_01530","SRR2164311__prok_04517","SRR2167785_prok_03902","SRR2171381__prok_03668","SRR2171418__prok_03961","SRR3954738__prok_03474","SRR3954739__prok_04104","SRR3954741__prok_03954","SRR3954742__prok_04136","SRR3954743__prok_03313","SRR3954744__prok_03537","SRR3954745__prok_01691","SRR3954747__prok_03956","SRR4420705__prok_00832"
"group_5120","","hypothetical protein","18","18","1","1","2104","","","","224","227","225","SRR1617632__prok_03502","SRR1656267_prok_04380","SRR1656269__prok_04876","SRR1656335__prok_01772","SRR1656350__prok_03378","SRR2164311__prok_03376","SRR2167785_prok_01380","SRR2171381__prok_03248","SRR2171418__prok_04126","SRR3954738__prok_04298","SRR3954739__prok_04699","SRR3954741__prok_04698","SRR3954742__prok_04777","SRR3954743__prok_04411","SRR3954744__prok_04553","SRR3954745__prok_02141","SRR3954747__prok_04614","SRR4420705__prok_00080"
"group_513","","hypothetical protein","18","18","1","1","1877","","","","194","371","361","SRR1617632__prok_04393","SRR1656267_prok_03964","SRR1656269__prok_03866","SRR1656335__prok_02554","SRR1656350__prok_01531","SRR2164311__prok_04516","SRR2167785_prok_03901","SRR2171381__prok_03667","SRR2171418__prok_03960","SRR3954738__prok_03475","SRR3954739__prok_04105","SRR3954741__prok_03953","SRR3954742__prok_04137","SRR3954743__prok_03312","SRR3954744__prok_03536","SRR3954745__prok_01690","SRR3954747__prok_03955","SRR4420705__prok_00830"
"gpgS_2","","Glucosyl-3-phosphoglycerate synthase","18","18","1","1","1809","","","","1544","1562","1546","SRR1617632__prok_04455","SRR1656267_prok_04537","SRR1656269__prok_03807","SRR1656335__prok_04129","SRR1656350__prok_01591","SRR2164311__prok_04454","SRR2167785_prok_03839","SRR2171381__prok_03609","SRR2171418__prok_03900","SRR3954738__prok_03535","SRR3954739__prok_04165","SRR3954741__prok_03893","SRR3954742__prok_04197","SRR3954743__prok_03252","SRR3954744__prok_03476","SRR3954745__prok_01630","SRR3954747__prok_03895","SRR4420705__prok_01715"
"gltA_2","","Glutamate synthase [NADPH] large chain","18","18","1","1","1787","","","","4436","4436","4436","SRR1617632__prok_04476","SRR1656267_prok_04559","SRR1656269__prok_03785","SRR1656335__prok_04107","SRR1656350__prok_01613","SRR2164311__prok_04433","SRR2167785_prok_03817","SRR2171381__prok_03588","SRR2171418__prok_03878","SRR3954738__prok_03556","SRR3954739__prok_04186","SRR3954741__prok_03872","SRR3954742__prok_04218","SRR3954743__prok_03231","SRR3954744__prok_03455","SRR3954745__prok_01609","SRR3954747__prok_03874","SRR4420705__prok_01693"
"group_52","","hypothetical protein","18","18","1","1","9984","","","","182","923","741","SRR1617632__prok_00524","SRR1656267_prok_00109","SRR1656269__prok_04511","SRR1656335__prok_03901","SRR1656350__prok_02272","SRR2164311__prok_00315","SRR2167785_prok_02452","SRR2171381__prok_02034","SRR2171418__prok_01680","SRR3954738__prok_01061","SRR3954739__prok_02396","SRR3954741__prok_01764","SRR3954742__prok_03246","SRR3954743__prok_04764","SRR3954744__prok_02174","SRR3954745__prok_02353","SRR3954747__prok_02635","SRR4420705__prok_02347"
"ccpB_3","","Catabolite control protein B","18","18","1","1","85","","","","977","980","977","SRR1617632__prok_04632","SRR1656267_prok_04279","SRR1656269__prok_04775","SRR1656335__prok_04218","SRR1656350__prok_04399","SRR2164311__prok_04717","SRR2167785_prok_05114","SRR2171381__prok_04727","SRR2171418__prok_04667","SRR3954738__prok_04764","SRR3954739__prok_04877","SRR3954741__prok_04940","SRR3954742__prok_04952","SRR3954743__prok_04665","SRR3954744__prok_04855","SRR3954745__prok_01892","SRR3954747__prok_04946","SRR4420705__prok_00901"
"group_521","","Putative DNA-binding proteinA","18","18","1","1","97","","","","920","920","920","SRR1617632__prok_04639","SRR1656267_prok_04270","SRR1656269__prok_04766","SRR1656335__prok_04209","SRR1656350__prok_04390","SRR2164311__prok_04724","SRR2167785_prok_05123","SRR2171381__prok_04736","SRR2171418__prok_04658","SRR3954738__prok_04773","SRR3954739__prok_04868","SRR3954741__prok_04949","SRR3954742__prok_04943","SRR3954743__prok_04656","SRR3954744__prok_04864","SRR3954745__prok_01883","SRR3954747__prok_04955","SRR4420705__prok_00892"
"proC_4","","Pyrroline-5-carboxylate reductase","18","18","1","1","102","","","","803","803","803","SRR1617632__prok_04644","SRR1656267_prok_04265","SRR1656269__prok_04761","SRR1656335__prok_04204","SRR1656350__prok_04385","SRR2164311__prok_04729","SRR2167785_prok_05128","SRR2171381__prok_04741","SRR2171418__prok_04653","SRR3954738__prok_04778","SRR3954739__prok_04863","SRR3954741__prok_04954","SRR3954742__prok_04938","SRR3954743__prok_04651","SRR3954744__prok_04869","SRR3954745__prok_01878","SRR3954747__prok_04960","SRR4420705__prok_00887"
"fabG_10","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","18","18","1","1","129","","","","773","776","775","SRR1617632__prok_04664","SRR1656267_prok_04241","SRR1656269__prok_04737","SRR1656335__prok_04183","SRR1656350__prok_04364","SRR2164311__prok_04749","SRR2167785_prok_05152","SRR2171381__prok_04766","SRR2171418__prok_04628","SRR3954738__prok_04803","SRR3954739__prok_04838","SRR3954741__prok_04979","SRR3954742__prok_04913","SRR3954743__prok_04626","SRR3954744__prok_04894","SRR3954745__prok_01853","SRR3954747__prok_04985","SRR4420705__prok_00863"
"group_524","","hypothetical protein","18","18","1","1","8768","","","","1025","1025","1025","SRR1617632__prok_04712","SRR1656267_prok_05020","SRR1656269__prok_00036","SRR1656335__prok_00682","SRR1656350__prok_02902","SRR2164311__prok_04807","SRR2167785_prok_04975","SRR2171381__prok_05049","SRR2171418__prok_04604","SRR3954738__prok_00027","SRR3954739__prok_04411","SRR3954741__prok_03470","SRR3954742__prok_00162","SRR3954743__prok_02670","SRR3954744__prok_02913","SRR3954745__prok_04734","SRR3954747__prok_00803","SRR4420705__prok_04220"
"tspO","","Tryptophan-rich protein TspO","18","18","1","1","8783","","","","455","455","455","SRR1617632__prok_04721","SRR1656267_prok_05026","SRR1656269__prok_00042","SRR1656335__prok_00674","SRR1656350__prok_02894","SRR2164311__prok_04798","SRR2167785_prok_04980","SRR2171381__prok_05044","SRR2171418__prok_04593","SRR3954738__prok_00032","SRR3954739__prok_04416","SRR3954741__prok_03465","SRR3954742__prok_00167","SRR3954743__prok_02675","SRR3954744__prok_02918","SRR3954745__prok_04739","SRR3954747__prok_00798","SRR4420705__prok_04023"
"group_526","","hypothetical protein","18","18","1","1","8795","","","","512","521","516","SRR1617632__prok_04727","SRR1656267_prok_05030","SRR1656269__prok_00046","SRR1656335__prok_00667","SRR1656350__prok_02887","SRR2164311__prok_04792","SRR2167785_prok_04992","SRR2171381__prok_05042","SRR2171418__prok_04591","SRR3954738__prok_00034","SRR3954739__prok_04418","SRR3954741__prok_03463","SRR3954742__prok_00169","SRR3954743__prok_02677","SRR3954744__prok_02920","SRR3954745__prok_04741","SRR3954747__prok_00796","SRR4420705__prok_04027"
"group_527","","hypothetical protein","18","18","1","1","8796","","","","2606","2645","2623","SRR1617632__prok_04728","SRR1656267_prok_05031","SRR1656269__prok_00047","SRR1656335__prok_00666","SRR1656350__prok_02886","SRR2164311__prok_04791","SRR2167785_prok_04993","SRR2171381__prok_05041","SRR2171418__prok_04590","SRR3954738__prok_00035","SRR3954739__prok_04419","SRR3954741__prok_03462","SRR3954742__prok_00170","SRR3954743__prok_02678","SRR3954744__prok_02921","SRR3954745__prok_04742","SRR3954747__prok_00795","SRR4420705__prok_04028"
"dnaC_1","","Replicative DNA helicase","18","18","1","1","6054","","","","230","1289","1170","SRR1617632__prok_00760","SRR1656267_prok_01549","SRR1656269__prok_03122","SRR1656335__prok_05025","SRR1656350__prok_05036","SRR2164311__prok_00079","SRR2167785_prok_02708","SRR2171381__prok_02945","SRR2171418__prok_01411","SRR3954738__prok_04890","SRR3954739__prok_03811","SRR3954741__prok_04285","SRR3954742__prok_04559","SRR3954743__prok_03752","SRR3954744__prok_03211","SRR3954745__prok_04128","SRR3954747__prok_04288","SRR4420705__prok_02521"
"mtnK_2","","Methylthioribose kinase","18","18","1","1","1934","","","","359","1229","1132","SRR1617632__prok_04769","SRR1656267_prok_03916","SRR1656269__prok_03914","SRR1656335__prok_02610","SRR1656350__prok_01474","SRR2164311__prok_04854","SRR2167785_prok_03943","SRR2171381__prok_03715","SRR2171418__prok_04001","SRR3954738__prok_03425","SRR3954739__prok_04055","SRR3954741__prok_04003","SRR3954742__prok_04087","SRR3954743__prok_03362","SRR3954744__prok_03586","SRR3954745__prok_04858","SRR3954747__prok_04005","SRR4420705__prok_01349"
"dap","","hypothetical protein","18","18","1","1","8167","","","","1016","1016","1016","SRR1617632__prok_05322","SRR1656267_prok_01923","SRR1656269__prok_01598","SRR1656335__prok_04062","SRR1656350__prok_03828","SRR2164311__prok_05325","SRR2167785_prok_01125","SRR2171381__prok_00293","SRR2171418__prok_01024","SRR3954738__prok_02704","SRR3954739__prok_01709","SRR3954741__prok_03040","SRR3954742__prok_02736","SRR3954743__prok_05146","SRR3954744__prok_01846","SRR3954745__prok_04510","SRR3954747__prok_01993","SRR4420705__prok_03324"
"group_538","","hypothetical protein","18","18","1","1","8136","","","","1430","1430","1430","SRR1617632__prok_05348","SRR1656267_prok_01897","SRR1656269__prok_01572","SRR1656335__prok_04087","SRR1656350__prok_03854","SRR2164311__prok_05351","SRR2167785_prok_01098","SRR2171381__prok_00263","SRR2171418__prok_01052","SRR3954738__prok_02676","SRR3954739__prok_01681","SRR3954741__prok_03012","SRR3954742__prok_02764","SRR3954743__prok_05174","SRR3954744__prok_01874","SRR3954745__prok_04694","SRR3954747__prok_02021","SRR4420705__prok_04938"
"group_539","","hypothetical protein","18","18","1","1","1212","","","","443","443","443","SRR1617632__prok_05452","SRR1656267_prok_03851","SRR1656269__prok_00657","SRR1656335__prok_03981","SRR1656350__prok_04311","SRR2164311__prok_05453","SRR2167785_prok_04964","SRR2171381__prok_04265","SRR2171418__prok_03083","SRR3954738__prok_04106","SRR3954739__prok_05299","SRR3954741__prok_00156","SRR3954742__prok_01119","SRR3954743__prok_01615","SRR3954744__prok_04361","SRR3954745__prok_03227","SRR3954747__prok_01513","SRR4420705__prok_03342"
"yhhJ_1","","Inner membrane transport permease YhhJ","18","18","1","1","1219","","","","506","1145","1074","SRR1617632__prok_05458","SRR1656267_prok_03857","SRR1656269__prok_00651","SRR1656335__prok_03975","SRR1656350__prok_04317","SRR2164311__prok_05459","SRR2167785_prok_04970","SRR2171381__prok_04271","SRR2171418__prok_03077","SRR3954738__prok_04112","SRR3954739__prok_05305","SRR3954741__prok_00162","SRR3954742__prok_01125","SRR3954743__prok_01609","SRR3954744__prok_04367","SRR3954745__prok_03221","SRR3954747__prok_01507","SRR4420705__prok_03336"
"aroK","","Shikimate kinase","18","18","1","1","5070","","","","497","497","497","SRR1617632__prok_05471","SRR1656267_prok_00937","SRR1656269__prok_02765","SRR1656335__prok_00232","SRR1656350__prok_00117","SRR2164311__prok_05495","SRR2167785_prok_00529","SRR2171381__prok_01348","SRR2171418__prok_00632","SRR3954738__prok_01511","SRR3954739__prok_00780","SRR3954741__prok_02081","SRR3954742__prok_01752","SRR3954743__prok_00788","SRR3954744__prok_00653","SRR3954745__prok_01236","SRR3954747__prok_02952","SRR4420705__prok_02573"
"group_546","","hypothetical protein","18","18","1","1","5030","","","","257","257","257","SRR1617632__prok_05492","SRR1656267_prok_00955","SRR1656269__prok_02783","SRR1656335__prok_00212","SRR1656350__prok_00137","SRR2164311__prok_05474","SRR2167785_prok_00508","SRR2171381__prok_01367","SRR2171418__prok_00613","SRR3954738__prok_01492","SRR3954739__prok_00761","SRR3954741__prok_02062","SRR3954742__prok_01733","SRR3954743__prok_00769","SRR3954744__prok_00672","SRR3954745__prok_01217","SRR3954747__prok_02933","SRR4420705__prok_03966"
